0, 0, 0, 0, 0
1, 0, 7, 7, 10
2, 0, 2, 7, 76
3, 0, 0, 0, 141
4, 0, 0, 0, 156
5, 0, 6, 0, 164
6, 0, 1, 0, 218
7, 0, 0, 0, 276
8, 0, 0, 0, 237
9, 0, 0, 0, 187
10, 0, 0, 0, 265
11, 0, 0, 0, 343
12, 0, 0, 0, 271
13, 0, 0, 0, 143
14, 0, 0, 0, 221
15, 0, 0, 0, 299
16, 0, 0, 0, 351
17, 0, 0, 0, 146
18, 0, 0, 0, 174
19, 0, 0, 0, 252
20, 0, 0, 0, 330
21, 0, 0, 0, 198
22, 0, 0, 0, 146
23, 0, 0, 0, 224
24, 0, 0, 0, 302
25, 0, 0, 0, 270
26, 0, 0, 0, 139
27, 0, 0, 0, 217
28, 0, 0, 0, 295
29, 0, 0, 0, 348
30, 0, 0, 0, 139
31, 0, 0, 0, 164
32, 0, 0, 0, 242
33, 0, 0, 0, 320
34, 0, 0, 0, 190
35, 0, 0, 0, 137
36, 0, 0, 0, 215
37, 0, 0, 0, 293
38, 0, 0, 0, 270
39, 0, 0, 0, 139
40, 0, 0, 0, 217
41, 0, 0, 0, 295
42, 0, 0, 0, 348
43, 0, 0, 0, 139
44, 0, 0, 0, 164
45, 0, 0, 0, 242
46, 0, 0, 0, 320
47, 0, 0, 0, 194
48, 0, 0, 0, 143
49, 0, 0, 0, 221
50, 0, 0, 0, 299
51, 0, 0, 0, 281
